time_stamp,group,sub_jap,sub_trad_en,sub_trad_sp
0:02:05.91,official,でないと,Otherwise...,"Si no, a mi velocidad máxima de Mach 20"
0:02:07.43,official,最高速度マッハ20の先生は　殺せませんよ,"...you'll never be able to kill me at my max speed of Mach 20.",nunca podrán matarme.
0:02:12.21,official,いや　ていうかさ,"But, like, see...","No, eso no es posible."
0:02:14.37,official,本当に全部よけてんのかよ　先生,No way did you seriously dodge all of those!,No hay forma de que esquivara tantos disparos.
0:02:16.60,official,どう見ても これ　ただのBB弾だろ,"I mean, these are just BB's.","Solo son balines. Aunque le diéramos con ellos,"
0:02:19.79,official,当たってるのに　我慢してるだけじゃないの,"You coulda just stood there grittin' your teeth as they hit you.","podría aguantar el dolor, pero nunca lo matarían."
0:02:22.58,official,そうよ　そうだよ,Yeah! That's right!,Sí. Tienes razón. No son balas de verdad.
0:02:26.18,official,では　弾を込めて渡しなさい,Gather up the BB's and hand them over.,Pásenme un arma que esté cargada.
0:02:29.43,official,言ったでしょう,I told you: these may be harmless to you...,"Ya se los dije, quizás sean inofensivos para ustedes."
0:02:30.96,official,この弾は君たちにとっては無害ですが,,
0:02:36.57,official,国が開発した対先生用特殊弾です,"...but they're special anti-me BB's developed by the government.",Pero son balines especiales desarrollados por el gobierno.
0:02:40.37,official,当たれば　先生の細胞を豆腐のように破壊できる,"If one hits me, it can slice through my cells like they were tofu.","Si uno me golpea, puede cortar mis células como si fueran tofu."
0:02:45.04,official,もちろん数秒あれば再生しますが,"Of course, they regenerate a few seconds later.",Aunque se regeneran unos segundos despúes.
0:02:48.49,official,だが　君たちも目に入ると危ない,"Then again, you could end up shooting your eyes out.",Me preocupa más que pudieran sacarse un ojo.
0:02:52.18,official,先生を殺す以外の目的で室内での発砲はしないように,No shooting in the classroom unless you're trying to kill me.,Por eso no deben disparar en el aula a menos que intenten matarme.
0:02:57.51,official,殺せるといいですね　卒業までに,"I do hope you can kill me before graduation, that is.",Y espero que puedan lograrlo antes del día de la graduación.
0:03:02.02,official,さあ　銃と弾を片付けましょう,"Now then, let's put away the guns and BB's and start on our work.",Ahora guardemos las armas y las municiones y comencemos la clase.
0:03:04.83,official,授業を始めます,,
0:03:08.08,official,椚ヶ丘中学校３-Eは　暗殺教室,Class 3-E of Kunugigaoka Junior High School: the assassination classroom.,La clase 3-E de la Secundaria Kunugigaoka: el aula de asesinatos.
0:03:13.64,official,始業のベルが　今日も鳴る,"Another day, another class bell rings.",Suena la campana y empieza la clase.
0:04:56.48,official,はい　ここで問題です,"Now, here's the question:","Bien, responde la pregunta,"
0:04:58.90,official,磯貝君,Isogai!,Isogai.
0:05:00.27,official,はい,"Y-Yes, sir?",Sí.
0:05:01.23,official,この4本の触手のうち　仲間外れは,Which of these four tentacles is not like the others?,Di qué tentáculo señala al pronombre diferente.
0:05:04.39,official,ええと　青い触手,Um... the blue one?,Creo que el azul.
0:05:06.71,official,正解　青の例文の「WHO」だけが関係詞です,"Correct! Only the ""who"" in the blue sentence is a relative pronoun."," Es correcto. Solo el ""quién"" en esa oración es un pronombre relativo."
0:05:11.39,official,関係代名詞は直前の名詞を修飾し,"A relative pronoun qualifies the noun right before it, so here,",
0:05:14.40,official,ここでは「who is standing over there」が,"""who is standing over there"" is describing ""boy"" over here.",
0:05:17.55,official,前の「the boy」少年を説明しています,,
0:05:12.18,official,ねえ　渚,"Hey, Nagisa.","Oye, Nagisa."
0:05:16.12,official,昼間だけど　出てるね　三日月,"The crescent moon's out, even though it's daytime.",La luna creciente puede verse aun de día.
0:05:21.41,official,何で僕らがこんな状態になったのか,How did we end up like this?,"¿Cómo fue que terminamos metidos en esto?"
0:05:25.49,official,３年生の始め,"Two things happened at once as our third year began.","En tercero de secundaria,"
0:05:27.39,official,僕らは二つの事件に同時に遭った,The first was the moon suddenly exploding into a crescent.,nos sorprendieron dos hechos extraordinarios.
0:05:45.82,official,一つ目は　その日突然　月が爆発して三日月形になってしまったこと,"""Breaking"" ""NASA Reporting: Most of Moon Missing?""",El primero: una explosión que dejó a la Luna convertida en una media luna permanente.
0:05:55.23,official,番組の途中ですが　ここで臨時ニュースです,We interrupt this program to bring you breaking news.,Interrumpimos este programa por noticias de última hora.
0:05:58.27,official,つい先ほど　月が７割方蒸発し　失われたとの情報が入りました,We've just gotten word that about 70 percent of the moon,Acabamos de recibir la noticia de que casi el 70% de la luna
0:06:04.49,official,繰り返します,has been vaporized into nothing. I repeat...,"fue destruida repentinamente. Repito, la..."
0:06:05.70,official,われわれはもう一生三日月しか見られないということでしょうか,"Will we have only a crescent moon to look at for the rest of our lives?","¿Tendremos una luna creciente para el resto de nuestras vidas?"
0:06:10.74,official,そして　二つ目の事件が　これ,And the second was this:,"Y el segundo, fue la llegada de este ser."
0:06:13.88,official,初めまして　私が月をやった犯人です,How do you do? I'm the one who blasted your moon.,"Tienen que saber, que fui yo quien destruyó su Luna."
0:06:20.93,official,来年には　地球もやる予定です,I plan to do the same to the Earth next year.,Y destruiré la Tierra el próximo año.
0:06:23.54,official,君たちの担任になったので　どうぞよろしく,Now I'm your teacher. Nice to meet you.,"Pero ahora soy su profesor. Encantado de conocerlos."
0:06:28.13,official,まず五六カ所ツッコませろ,"There are at least six things wrong with this picture!",Hay algo que está mal en todo esto.
0:06:30.43,official,クラス全員　そう思った,The feeling was unanimous.,El sentimiento fue unánime.
0:06:34.04,official,防衛省の烏間という者だ,I'm Karasuma from the Ministry of Defense.,"Buen día. Soy Karasuma del Ministerio de Defensa."
0:06:36.53,official,まずは　ここからの話は国家機密だと理解いただきたい,"First, please understand that what I'm about to say is a state secret.","En primera, lo que voy a decirles es secreto de Estado."
0:06:43.72,official,単刀直入に言う,Let me be blunt:,Voy a ser contundente:
0:06:45.84,official,この怪物を君たちに殺してほしい,I want you to kill this creature.,"lo que estoy esperando, es que maten a esta criatura."
0:06:50.86,official,えっと　何っすか,Um...,Pero...¿qué es eso?
0:06:53.87,official,そいつ　攻めてきた宇宙人か何かっすか,"What is that? Is that the alien or whatever that came to attack us?","¿Una clase de extraterrestre que ha venido a atacarnos?"
0:06:56.38,official,失礼な,"How rude! I'll have you know I was born and raised on Earth!","Qué grosero. Yo nací y crecí en la Tierra."
0:06:57.30,official,生まれも育ちも地球ですよ,,
0:07:00.21,official,地球,He was?,¿En la Tierra?
0:07:01.58,official,詳しいことを話せないのは申し訳ないが,"I'm afraid I can't discuss the details, but he's telling the truth.","Me temo que no puedo discutir detalles con ustedes,"
0:07:04.35,official,こいつが言ったことは真実だ,,pero lo que ha dicho es verdad.
0:07:06.81,official,月を壊したこの生物は,"Come March next year, this creature who smashed the moon","En marzo del próximo año, esta criatura que destrozó la Luna,"
0:07:09.00,official,来年の三月　地球をも破壊する,will destroy Earth as well.,también destruirá la Tierra.
0:07:14.33,official,このことを知っているのは各国首脳だけ,Only the world's leaders know about this.,"Solo los líderes mundiales saben de todo esto."
0:07:18.07,official,こいつの存在が公になれば　世界はパニックに陥るだろう,"If news of this guy gets out there, we'd be looking at a global panic.","Si su existencia se hace pública, habrá pánico por todo el mundo."
0:07:23.21,official,そうなる前に秘密裏にこいつを殺さなければならない,"You've got to kill him in secret before that happens.","Tienen que eliminarlo en secreto antes de que eso ocurra."
0:07:27.69,official,つまり　暗殺だ,In other words...an assassination.,Es decir: asesinarlo.
0:07:30.42,official,だが　こいつは…,But this guy...,Pero es muy veloz.
0:07:31.92,official,とにかく速い,...is extremely fast!,"Intentas matarlo,"
0:07:33.43,official,殺すどころか,You try to kill him...,"y mientras tanto,"
0:07:35.43,official,眉毛の手入れをされている始末だ,"...and he ends up grooming your eyebrows instead--immaculately!","él termina arreglando tus cejas y te deja impecable."
0:07:37.98,official,丁寧にな,,
0:07:41.79,official,満月を三日月に変えるほどのパワーを持つ超生物だ,"This superbeing has the power to turn a full moon into a crescent.","Un ser con el poder de convertir la luna llena en media luna."
0:07:45.91,official,最高速度はマッハ20,His speed tops out at Mach 20!,"Alcanza una velocidad de Mach 20."
0:07:48.38,official,つまり　こいつが本気で逃げれば,"In short, if he gets away.","En resumen: si él llegara a escaparse,"
0:07:51.52,official,われわれは破滅の時まで　手も足も出ない,"we'll be left helpless, awaiting our destruction.","quedaríamos indefensos esperando nuestra destrucción."
0:07:55.90,official,まあ　それでは面白くないのでね,And that's no fun.,Y eso no sería divertido.
0:07:58.61,official,私から国に提案したのです,So I made your government an offer:,"Por eso le hice una oferta a su gobierno:"
0:08:01.25,official,殺されるのはごめんですが,No killing me.,"si no atentan contra mi vida,"
0:08:03.54,official,椚ヶ丘中学校　3年E組の担任ならやってもいいと,"Instead, I'll teach Class 3-E at Kunugigaoka Junior High School.","yo seré el profesor de la clase 3-E en la escuela secundaria Kunugigaoka."
0:08:08.08,official,いや　なんで,What? Why?,¿Por qué?
0:08:09.53,official,こいつの狙いは分からん,We don't know what he's after.,No sabemos lo que busca.
0:08:11.72,official,しかし　われわれ政府は,"But we were forced to agree,","Pero nos vimos obligados a aceptar,"
0:08:13.63,official,君たち生徒に危害を加えないことを条件にやむなく承諾した,"on the condition that he doesn't harm any of you students.","con la condición de que no dañe a ninguno de ustedes, los estudiantes."
0:08:18.86,official,理由は二つ,"We have two reasons:","Tenemos dos razones: Primera y más importante,"
0:08:20.41,official,教師として毎日教室に来るのなら　監視ができる,"First and foremost, coming to a classroom every day". "lets us keep an eye on him,","si viene a clases todos los días, podremos vigilarlo."
0:08:24.24,official,何よりも,"and second, it gives some thirty people the opportunity to kill him","Y segunda, eso les da la oportunidad"
0:08:25.94,official,30人もの人間が　至近距離からこいつを殺すチャンスを得る,from extremely close range.,de tenerlo muy cerca para matarlo.
0:08:33.36,official,中村さん,Nakamura...,"Nakamura,"
0:08:35.43,official,暗殺は勉強の妨げにならないときにと言ったはずです,"Didn't I tell you not to let assassination interfere with your studies?","dije que el asesinato no debe interferir con los estudios."
0:08:38.97,official,すみません,Sorry...,Perdón.
0:08:40.14,official,罰として後ろで立って受講しなさい,"As punishment, go stand in the back!",Ve atrás y piensa en lo que has hecho.
0:08:43.96,official,なんでこんな怪物がうちの担任に,Why did this creature become our teacher?,¿Por qué este ser se convirtió en nuestro profesor?
0:08:46.95,official,どうして僕らが暗殺なんか…,Why should we have to assassinate him?,¿Y por qué debemos asesinarlo?
0:08:49.70,official,そんな声は　この条件でかき消えた,"These cries faded with word of one final condition,","Las quejas cesaron al saber el pago por matarlo."
0:08:53.80,official,成功報酬は100億円,Success will be rewarded with ten billion yen.,"Recibirán diez mil millones de yenes."
0:08:57.41,official,当然の額だ,It's only right!,Es lo más justo.
0:08:59.60,official,暗殺の成功は冗談抜きで地球を救うことなのだから,"A successful assassination will literally save the Earth.","Si logran asesinarlo, habrán salvado a la Tierra."
0:09:04.58,official,幸いなことに　こいつは君たちをなめきっている,"Luckily, he doesn't think much of you.","Afortunadamente, él no los cree capaces de conseguirlo."
0:09:08.28,official,見ろ　緑のしましまになったときは　なめている顔だ,"See? Those green stripes mean he's looking down on you!",Vean. Esas rayas verdes significan que los está menospreciando.
0:09:11.96,official,どんな皮膚だよ,What the hell kind of skin is that?!,"-Qué piel tan rara. Obviamente."
0:09:13.09,official,当然でしょう,,
0:09:14.66,official,国がやれない私を　君たちがやれるわけがない,"Obviously! If the government can't kill me, how could you?","Si el gobierno no pudo matarme, ¿cómo podrían hacerlo ustedes?"
0:09:18.45,official,最新鋭の戦闘機に襲われた時も,"Even when they sent their cutting-edge fighter jets after me..","Enviaron sus mejores aviones de combate detrás de mí,"
0:09:29.24,official,逆に空中でワックスをかけてやりましたよ,"....I ended up giving them a coat of wax right there in midair!","y terminé dándoles una capa de cera en el aire."
0:09:32.06,official,だからなぜ手入れする,What's with all the grooming?,Lo obsesiona la limpieza.
0:09:34.05,official,君たちにはなめているこいつの隙をあわよくば突いてほしい,"You must find a chink in his defenses and strike at it.","Tienen que buscar un punto débil en sus defensas,"
0:09:38.92,official,人間には無害で　こいつには効く武器と弾を支給する,"You'll have weapons and ammo that won't hurt humans, but will work on him.","Tendrán armas y municionesque no dañan a los humanos, pero a él sí."
0:09:43.63,official,君たちの家族や友人には絶対秘密だ,"You must keep this secret from your family and friends.","Deben guardar el secreto con su familia y amigos."
0:09:47.19,official,とにかく時間がない,There's no time to lose.,No hay tiempo que perder.
0:09:48.99,official,地球が消えれば　逃げる場所など　どこにもない,"If the Earth should disappear, we'll have nowhere left to run.","Si la Tierra desaparece, no tendremos a dónde huir."
0:09:52.85,official,そういうことです,"And that's about it! Now let's make the most of your one remaining year!","Eso es todo, muchachos."
0:09:54.58,official,さあ　皆さん　残された1年を有意義に過ごしましょう,,"Espero que aprovechen al máximo su último año de secundaria."
0:10:02.13,official,残された時間は1年,We only have a year.,Solo tendremos un año.
0:10:04.73,official,僕たちがこいつの暗殺に成功しないと,"If we don't manage to assassinate this guy,","Si no logramos asesinarlo en ese tiempo,"
0:10:08.30,official,地球が壊される,Earth will be history,destruirá la Tierra.
0:10:16.94,official,昼休みですね,"Ah, lunchtime!",Hora del almuerzo.
0:10:18.84,official,先生　ちょっと中国に行ってマーボー豆腐を食べてきます,I'll just pop over to China for some mapo tofu.,Creo que hoy iré a China para comer mapo tofu.
0:10:23.48,official,暗殺希望者がもしいれば　携帯で呼んでください,Any aspiring assassins are welcome to hit me up on my cell.,"Si alguien quiere intentar asesinarme, que me llame a mi celular."
0:10:29.87,official,えーと　マッハ20だから,Let's see... if he's traveling at Mach 20...,"A ver, si viaja a Mach 20,"
0:10:32.98,official,マーボーの本場　四川省まで10分くらい,"...it'll take maybe ten minutes to get to Sichuan, home of mapo tofu.", tardará unos diez minutos
0:10:36.70,official,確かにあんなもん　ミサイルでも落とせんわな,Guess no missile could shoot that down.,Y supongo que ningún misil logró derribarlo.
0:10:40.54,official,しかも　あのタコ　音速飛行中にテストの採点までしてるんだぜ,"Heck, that octopus even grades tests while moving faster than sound!","No puede ser, ese pulpo iba calificando exámenes mientras volaba."
0:10:44.67,official,マジで,Seriously?!,¿En serio? 
0:10:45.99,official,俺なんかイラスト付きで返ってきた,"""English Quiz"" ""Perfect answer!! Double octopus!"" Mine came back with a drawing on it.",El mío viene con un dibujo suyo.
0:10:48.47,official,てか　あいつ　何げに教えてるの　うまくない,"Don't you think he's pretty good at teaching, though?",¿No les parece que es muy bueno enseñando?
0:10:51.27,official,わかる,Right? He taught me math after class and I did great on my test!,"Sí, a mí me estuvo enseñando matemáticas después de clases"
0:10:52.40,official,放課後に数学教わって　次のテストの点　よかったもん,,y me fue muy bien en mi examen.
0:10:56.93,official,まっ　でもさ,"Yeah, but...","Pero, aun así,"
0:10:59.61,official,しょせん俺ら　E組だしな,...we are the E Class.,todos seguimos siendo la clase E.
0:11:02.34,official,頑張っても仕方ねぇけど,Tryin' our best won't do much.,Esforzarnos no nos servirá de mucho.
0:11:05.10,official,そう　タコ型の超生物で暗殺のターゲット,"True, he was a super octopoid creature and our assassination target.",Sí. Esa criatura es un pulpo poderoso y nuestro objetivo de asesinato.
0:11:10.13,official,なのに,but...,"Pero,"
0:11:11.56,official,あの先生はなぜか普通に先生している,"...for whatever reason, he does a perfectly normal job of teaching.","por alguna razón, nos está enseñando como un profesor normal."
0:11:15.87,official,僕らも同じ　即席の殺し屋であるのを除けば　普通の生徒だ,"And though we're impromptu killers, we're perfectly normal students...","Y aunque somos asesinos improvisados, somos estudiantes normales."
0:11:21.77,official,けど　僕らE組は　少しだけ普通と違う,but the E Class is a little different from the rest.,Pero la clase E es bastante diferente del resto.
0:11:29.06,official,おい　渚,"Hey, Nagisa.","Oye, Nagisa."
0:11:31.32,official,ちょっと付き合えよ,Come with us.,Ven con nosotros.
0:11:32.93,official,暗殺の計画　進めようぜ,It's time to put our assassination plan into action.,Pondremos en marcha nuestro plan de asesinato.
0:11:39.87,official,あのタコ　機嫌によって顔の色が変わるだろ,"That octopus's face changes color according to his mood, right?",Su cara cambia de color según su estado de ánimo.
0:11:43.92,official,観察しとけって言ったやつ　できてるか,Did you do those observations I told you to?,¿Anotaste todo lo que observaste como te dije?
0:11:47.21,official,一応,,
0:11:48.84,official,余裕な時は　緑のしましまなのは知ってるよね,More or less. We know it's striped green when he's feeling confident.,Más o menos. Las rayas verdes aparecen cuando se siente confiado.
0:11:53.34,official,生徒の解答が間違っていたら暗い紫,"""A: A"" ""K: kiha"" ""B: bara"" When we give a wrong answer, it's dark purple.","Si damos una respuesta incorrecta, él se pone morado."
0:11:57.06,official,正解だったら明るい朱色,"""A. Akiyama"" ""K: Kiyohara"" ""B: Burkleo"" A right answer makes it go bright scarlet.","Con una respuesta correcta, se pone rojo."
0:11:59.97,official,面白いのは昼休みの後で…,But what's really interesting is after lunch..,"Lo interesante es que tras el almuerzo..."
0:12:02.13,official,俺は知らなくていいんだよ,I don't need to know all that.,No necesito saber todo eso.
0:12:05.05,official,作戦がある,"I have a plan... and when he lets his guard down the most,","Tengo un plan, y en el momento en que baje la guardia,"
0:12:06.79,official,あいつが一番油断してる顔の時に　お前がやりに行け,you are going to carry it out.,tú lo llevarás a cabo.
0:12:11.55,official,ぼ…僕が,M-Me? But...,¿Pero por qué yo?
0:12:13.20,official,でも…,,
0:12:13.83,official,いい子ぶってんじゃねえよ,Don't be such a goody-goody. We're the E Class,"No te hagas el bueno, Nagisa. También eres de la clase E."
0:12:15.95,official,俺らはE組だ,,
0:12:17.93,official,進学校で有名なこの学校のレベルについていけなかった脱落組,the misfits that can't keep up at this famous prep school,Los inadaptados que no pueden seguir el ritmo de esta prestigiosa escuela.
0:12:22.98,official,通称　エンドのE組,They call us... the End Class.,Nos llaman la clase End.
0:12:27.72,official,毎日山の上の隔離校舎まで通わされて,"""Old Campus"" Every day, they send us to this isolated","A diario nos envían a este campus aislado en esta montaña,"
0:12:31.31,official,あらゆる面でカスみたいに差別されてる,"mountaintop campus, discriminating against us like we're scum.","y todos nos discriminan como si fuéramos basura."
0:12:35.15,official,落ちこぼれの俺らが100億円稼ぐチャンスなんて,When would us losers ever in our lives get another chance,¿Crees que unos perdedores como nosotros
0:12:38.71,official,この先　一生回ってこねえぞ,to score alcool ten billion yen?,tendremos muchas oportunidades de conseguir diez mil millones de yenes?
0:12:41.90,official,抜け出すんだよ　このクソみてえな状況から,"We're gonna make it--make it through this crappy situation...","Pero saldremos de esta mala situación a como dé lugar."
0:12:46.41,official,たとえ　どんな手を使ってもな,by any means necessary.,"Con esto. Y tú vas a hacerlo."
0:12:51.03,official,しくじんなよ　渚君,"Just don't screw up, Nagisa.","No lo arruines, Nagisa."
0:12:54.67,official,渚のやつ　E組行きだってよ,I heard that Nagisa is headed for E Class.,Eso es terrible. Pobre.
0:12:58.88,official,終わったな　あいつ,"Ooh. Well, that's it for him.",
0:13:01.22,official,俺　あいつのアドレス消すわ,I'm gonna delete his contact info.,"Voy a borrar su información de contacto."
0:13:03.49,official,俺も,"Me, too.",Y yo.
0:13:04.41,official,同じレベルだと思われたくないし,Can't have people thinking we're on the same level!,No quiero que crean que estamos en el mismo nivel.
0:13:15.85,official,ただ今　帰りました,I'm back!,Ya estoy de regreso.
0:13:17.38,official,お…　おかえり　先生,"H-Hello, sir...","Bienvenido, profesor."
0:13:20.14,official,どうしたの　そのミサイル,What's with the missile?,¿Por qué trae ese misil?
0:13:22.24,official,お土産です,A souvenir.,"Es un recuerdo de las Fuerzas de Autodefensa"
0:13:23.44,official,日本海で　自衛隊に待ち伏せされまして,"The Self-Defense Force was waiting for me in the Sea of Japan.",en el Mar del Japón.
0:13:26.54,official,た…　大変ですね　ターゲットだと,"I-It must be terrible, being a target.",Debe ser terrible ser un objetivo.
0:13:29.39,official,いえいえ　皆から狙われるのは力を持つ者の証しですから,"Not at all. You know you're powerful when everyone has it in for you.",De ningún modo. Sabes que eres poderoso cuando todo el mundo quiere eliminarte.
0:13:34.79,official,さっ　5時間目を始めますよ,Now let's begin fifth period.,"Ven, ya va a comenzar el quinto periodo."
0:13:41.90,official,はい,"Yes, sir.",Sí.
0:13:43.87,official,先生には　分からないよね,He doesn't understand.,Él nunca podría entenderlo.
0:13:46.59,official,みんなから　暗殺のターゲットにされるってことは,"If you're everyone's assassination target,","Si todos están intentando asesinarte, eso significa"
0:13:49.89,official,裏を返せば　みんなに力を認められているってことだ,that means they all acknowledge your power.,"que todos reconocen que eres muy poderoso."
0:13:55.11,official,分からないよね　そんな怪物に,"A creature like that wouldn't understand what it's like",Una criatura así
0:13:58.31,official,期待も警戒もされなくなった　認識さえされない人間の気持ちなんて…,"being unworthy of anyone's expectations or fear, or even their recognition...","no entendería cómo es que nadie espere nada de ti, y que no reconozcan tu existencia."
0:14:06.52,official,お前のおかげで　俺の評価まで　落とされたよ,"Thanks to you, my evaluation is in the gutter!","Gracias a ti, mi evaluación resultó ser muy mala."
0:14:10.32,official,唯一　よかったのは　もうお前を見ずに済むことだ,The only good thing about it is not having to see you anymore.,Lo único bueno de todo esto es que ya no tendré que volver a verte.
0:14:19.62,official,殺せるかもしれない,I might just be able to kill him.,Tal vez pueda matarlo.
0:14:21.63,official,だって　この先生にも僕の姿は　見えてないから,"After all... this teacher can't see me, either.","Después de todo, creo que este profesor tampoco va a ser capaz de verme."
0:14:36.46,official,はい　それでは　お題に沿って短歌を作ってみましょう,"All Along all right then","Bien, quiero que compongan un poema corto que tenga que ver con nuestro tema."
0:14:41.60,official,ラスト７文字を「触手なりけり」で締めてください,"The final line should be ""was tentacles all along.","Al final debe decir: "unos hermosos tentáculos".
0:14:46.65,official,「触手なりけり」ですか,"Huh? "Was tentacles all along"?","¿Qué? ¿"Unos hermosos tentáculos"?
0:14:48.94,official,はい　書けた人は先生の所へ持ってきなさい,"Indeed! When you're finished, bring them to me.",Sí. Entréguenmelo en cuanto hayan terminado.
0:14:52.72,official,チェックするのは　文法の正しさと触手を美しく表現できたか,I'm looking for proper grammar and whether you've conveyed the tentacle's beauty.,Estaré esperando una gramática adecuada y que logren transmitir la belleza de los tentáculos.
0:14:58.16,official,例文です,An example:,Por ejemplo:
0:14:59.81,official,花さそふ　嵐の庭の雪ならではえゆくものは触手なりけり,"Not the storm of garden's snow of flowers moving on "But sprouting there instead was tentacles all along.","No era la tormenta de nieve en el jardín ni las flores en movimiento "Lo que brotaba ahí eran tentáculos."
0:15:08.22,official,「触手だったのだなぁ」って…,"""It was tentacles""? Really?","¿Y qué tienen de hermosos unos tentáculos?"
0:15:10.51,official,できた者から　今日は　帰ってよし,"Once you're done, you're free to go home!",Cuando terminen pueden irse a casa.
0:15:13.28,official,そんなの思い付かないよ,How are we gonna write about that?,¿Cómo vamos a escribir sobre eso?
0:15:15.32,official,ほーら　ほら　ヌルヌル　素晴らしい句が湧いてきませんか,"Now, now--aren't any marvelously slithery phrases coming to mind?","Veamos, ¿no les vienen a la mente ideas maravillosas?"
0:15:19.31,official,ヌルヌルヌルヌルヌルヌル…,Slither slither slither slither!,"Piensen, piensen, piensen, piensen, piensen, piensen..."
0:15:21.92,official,ヌルヌル　うるせえよ,"Enough with the slithering! Slither slither slither slither!",¡Ya basta!
0:15:23.48,official,先生　質問,I have a question!,"Una pregunta, profesor."
0:15:26.14,official,何ですか　茅野さん,"Ah--yes, Kayano?","Dime, Kayano."
0:15:28.14,official,いまさらなんだけどさ　先生の名前　何ていうの,"This is a weird question to ask now, but... what's your name?","Tal vez sea raro preguntarlo a estas alturas, pero ¿cómo se llama?"
0:15:32.85,official,他の先生と区別するとき不便だよ,"How else can we tell what teacher were talking about?",Debemos poder llamarle de alguna manera.
0:15:35.85,official,名前…　ですか,My... name?,¿Quieren saber mi nombre?
0:15:38.05,official,そういやぁ…,Now that you mention it...,Tiene razón.
0:15:39.21,official,名乗ってないね,...he never did tell us.,Nunca nos lo dijo.
0:15:41.90,official,名乗るような名前はありませんねぇ,"Hmm... I don't really have the kind of name you tell people.",No tengo algo parecido a un nombre.
0:15:44.42,official,何なら　皆さんで　付けてください,Go ahead and give me one.,¿Por qué no me ponen uno ustedes?
0:15:46.82,official,付けていいんだ,You sure about that?,¿Está seguro?
0:15:48.07,official,でも　今は　課題に集中ですよ,"But right now, focus on your schoolwork.","Pero ahora, concéntrense en la tarea que les pedí."
0:15:50.90,official,はーい,"Yes, sir",Claro.
0:15:52.25,official,では　先生は　その間　一休みを,"Meanwhile, I'll just take a little break.","Mientras tanto, yo me tomaré un pequeño descanso."
0:16:03.04,official,おっ　もうできましたか　渚君,"Finished already, Nagisa?","¿Ya terminaste, Nagisa?"
0:16:12.35,official,昼食の後で　僕らが眠くなるころに,"After lunch, right around the time we get sleepy,","Después del almuerzo le da algo de sueño,"
0:16:15.22,official,先生の顔が薄いピンクになるときがある,his face sometimes goes light pink.,"y su cara se vuelve de color rosa claro."
0:16:19.51,official,茅野の質問への反応も少し遅れた,"He was a little slow responding to Kayano's question, too.","También tardó en responder a la pregunta de Kayano."
0:16:22.79,official,たぶん　先生も一番　油断する時間なんだ,That might be when he's at his most vulnerable.,"Eso podría ser cuando está en su punto más vulnerable."
